women_age,region,residence,v106,religion,ethnicity,no_of_H_members,v137,v150,v151,age_H_head,v157,v158,v159,wealth_Index,total_children_ever_born,currently_pregnant,No_of_living_children,v225,v312,v463a,v463b,v463c,v463x,v463z,v501,v504,number_of_other_wives,marital_duration,v613,v621,husband_education,husbands_occupation,v714,v716,v730,v743a,v743b,v743d,v743f,v744a,v744b,v744c,v744d,v744e,v745a,v745b,v822,v850a,v812,d101a,d101b,d101c,d101d,d101e,husband_drinks_alcohol,d121,wife_afraid_hasband,ipv
7,1,2,2,2,12,2,0,2,1,48,2,2,2,5,2,0,2, ,0,0,0,0,0,1,1,1,0,23,4,1,2,88,1,41,48,1,1,2,2,0,0,0,0,0,2,3,1,1,0,8,0,0,0,0,1,0,0,0
3,1,2,1,2,6,3,2,1,2,29,0,0,0,2,4,0,4, ,3,0,0,0,0,1,3, , ,19,6, ,1,71,1,91, , , , , ,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,1,0,0,0
6,1,2,1,2,12,2,0,1,2,43,0,2,1,2,1,0,1, ,0,0,0,0,0,1,1,2,0,27,4,3,1,71,1,61,45,4,2,2,1,0,0,0,0,0,2,2,1,0,0,1,1,0,0,0,0,0,0,0
6,1,2,2,2,3,4,1,1,2,40,1,2,0,3,3,0,3, ,1,0,0,0,0,1,4, , ,23,4, ,1,91,1,25, , , , , ,0,0,0,0,0,1,1,1, ,0,1,0,0,0,1,0,0,2,0
3,1,2,1,2,3,4,2,2,1,35,0,2,0,2,2,0,2, ,3,0,0,0,0,1,1,1,0,18,2,1,1,91,1,91,35,1,1,1,1,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0
2,1,2,1,2,3,3,1,2,1,22,1,2,0,2,1,0,1, ,3,0,0,0,0,1,1,1,98,18,4,2,1,91,0,91,22,1,2,1,1,0,0,0,0,0,2,2,1,1,0,8,0,0,0,0,1,8,2,0
5,1,2,1,2,3,5,0,3,2,58,1,1,0,2,3,0,3, ,3,0,0,0,0,1,4, , ,18,3, ,2,91,1,91, , , , , ,0,0,0,0,0,0,0,1, ,0,0,1,0,0,0,1,1,0,1
6,1,2,2,2,12,6,1,2,1,60,1,0,2,3,4,0,3, ,0,0,0,0,0,1,1,1,0,25,4,2,1,61,1,61,60,1,1,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0
3,1,2,1,2,3,5,2,2,1,39,0,2,0,3,3,0,3, ,3,0,0,0,0,1,1,1,0,20,2,1,1,71,1,35,39,1,2,2,4,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0
3,1,2,1,1,3,4,1,2,1,37,0,2,0,4,2,0,2, ,3,0,0,0,0,1,1,1,0,18,3,8,2,91,0,0,37,1,1,4,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0
5,1,2,1,2,3,6,0,2,1,38,1,2,2,2,3,0,3, ,3,0,0,0,0,1,1,1,0,16,4,1,1,71,1,35,38,1,1,2,4,8,1,0,0,0,2,2,1,1,0,1,1,0,0,1,0,8,2,2
5,1,1,2,2,7,4,1,3,2,57,0,2,0,4,5,0,5, ,2,0,0,0,0,1,1,2,0,16,3,1,2,91,1,91,47,1,2,2,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,1,1
7,1,1,1,2,3,4,0,2,1,51,0,0,2,5,3,0,3, ,0,0,0,0,0,1,1,1,0,12,4,1,1,88,1,91,51,1,1,2,1,0,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,8,0,0
5,1,1,0,2,3,5,1,1,2,36,0,1,1,4,4,0,4, ,0,0,0,0,0,1,5, , ,22,3, ,1,88,1,28, , , , , ,0,0,0,0,0,0,0,1, ,0,1,1,1,1,1,1,1,1,4
3,1,1,1,2,12,3,1,2,1,32,1,2,0,2,2,0,1, ,0,0,0,0,0,1,1,1,0,19,4,3,1,71,0,0,32,1,1,6,4,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,4
1,1,1,1,1,12,2,0,2,1,19,2,2,0,4,0,0,0, ,0,0,0,0,0,1,1,1,0,16,4,3,1,91,0,0,19,1,4,2,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4,1,1,1,2,12,7,2,2,1,47,1,2,1,2,3,0,3, ,3,0,0,0,0,1,1,1,0,25,3,1,1,61,1,61,47,1,1,4,2,0,0,0,0,0,2,0,1,1,0,1,1,1,0,1,0,0,0,2
3,1,1,1,2,7,4,1,1,2,29,1,2,2,5,3,0,3, ,3,0,0,0,0,1,1,2,0,14,4,1,2,77,1,35,44,4,2,4,1,0,0,1,0,0,2,2,1,0,0,1,0,1,1,1,1,1,0,2
5,1,1,2,2,6,5,1,1,2,39,2,2,2,5,4,1,3,1,0,0,0,0,0,1,1,2,0,24,4,8,2,28,1,61,40,1,2,2,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0
6,1,1,1,1,3,2,0,1,2,44,1,2,2,5,3,0,2, ,0,0,0,0,0,1,1,2,0,19,3,2,2,28,1,35,48,1,2,4,4,0,0,0,0,0,2,2,1,1,0,1,0,1,1,1,1,1,0,2
7,1,2,1,2,3,2,0,1,2,45,0,0,0,1,6,0,3, ,0,0,0,0,0,1,5, , ,38,0, ,1,61,1,61, , , , , ,0,0,0,0,0,1,1,1, ,0,1,0,0,0,0,1,1,1,1
4,1,2,1,2,9,8,1,2,1,46,2,2,0,2,2,0,1, ,0,0,0,0,0,1,1,1,0,31,3,1,1,61,0,0,46,1,1,2,2,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,1,1,0,0
6,1,2,1,2,3,9,2,1,2,44,2,2,2,4,13,0,10, ,0,0,0,0,0,1,1,2,0,18,3,1,1,29,1,61,47,1,2,1,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1
5,3,1,1,1,96,5,1,1,2,37,0,1,0,2,4,0,4, ,0,0,0,0,0,1,4, , ,18,4, ,1,88,1,77, , , , , ,1,0,1,1,0,1,0,1, ,0,1,0,0,0,0,0,1,0,2
4,3,1,1,3,96,1,0,1,2,31,0,2,2,5,0,1,0,1,0,0,0,0,0,1,1,1,1,30,8,2,2,26,0,0,49,4,1,4,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,3,1,1,2,96,7,2,2,1,45,0,1,2,4,5,0,5, ,3,0,0,0,0,1,1,1,0,20,7,3,3,37,1,35,44,2,2,2,2,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
3,3,2,1,3,17,4,1,2,1,32,0,0,0,3,1,0,1, ,3,0,0,0,0,1,1,1,0,23,6,1,0,91,0,0,32,2,2,2,2,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2,3,2,1,3,17,2,0,2,1,30,0,2,1,4,0,1,0,1,0,0,0,0,0,1,1,1,0,24,8,1,1,91,0,0,30,2,2,2,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3,3,2,2,3,17,5,1,2,1,46,1,2,0,3,2,0,2, ,0,0,0,0,0,1,1,1,1,24,4,1,3,25,0,0,46,1,2,1,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
5,3,2,1,1,18,8,2,2,1,51,0,2,2,4,5,0,5, ,0,0,0,0,0,1,1,1,0,17,6,3,3,39,0,0,51,2,1,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
2,3,1,2,2,9,3,2,1,2,24,0,2,2,5,2,0,2, ,3,0,0,0,0,1,1,2,0,20,3,1,1,71,0,0,28,2,2,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
3,3,1,3,1,18,5,1,2,1,41,1,1,2,5,2,0,2, ,0,0,0,0,0,1,1,1,0,21,4,1,3,28,1,39,41,2,2,2,2,0,0,1,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0
3,3,1,0,3,17,4,1,1,2,25,0,2,0,3,4,0,3, ,3,0,0,0,0,1,1,2,1,15,8,2,1,91,1,91,28,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1
7,3,1,0,3,96,9,0,2,1,54,0,0,0,4,9,0,9, ,0,0,0,0,0,1,1,1,0,14,10,2,0,51,0,0,54,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,2,1
5,3,2,0,3,18,10,1,3,1,80,0,2,0,2,2,0,1, ,0,0,0,0,0,1,3, , ,22,5, ,0,61,0,0, , , , , ,0,1,0,0,1,2,0,0, ,0,1,0,1,0,0,0,0,2,0
5,3,2,0,3,18,5,1,1,2,45,0,0,0,1,5,0,5, ,0,0,0,1,0,0,3, , ,17,96, ,0,91,1,91, , , , , ,1,1,1,1,1,0,0,1, ,0,1,1,1,0,1,1,0,1,2
2,3,2,0,3,18,3,1,2,1,30,0,0,0,2,1,0,1, ,0,0,0,0,0,1,1,1,0,19,5,1,0,91,0,0,30,2,2,2,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0
6,3,2,0,3,17,3,0,1,2,39,0,0,0,1,4,0,2, ,0,0,0,1,0,0,3, , ,17,10, ,0,92,1,91, , , , , ,1,1,1,0,0,1,0,1, ,0,1,0,1,1,1,0,0,1,1
5,3,2,0,3,17,5,2,1,2,37,0,0,0,1,6,0,5, ,0,0,0,1,0,0,3, , ,15,96, ,0,91,1,91, , , , , ,0,0,0,0,0,1,0,0, ,0,1,1,1,0,1,0,1,1,1
4,3,2,1,3,17,5,2,2,1,42,0,2,0,2,3,0,3, ,0,0,0,0,0,1,1,1,0,17,8,3,2,61,0,0,41,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,3
4,3,2,0,1,18,5,3,1,2,30,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,2,0,22,96,8,0,92,0,0,41,4,4,4,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2
3,3,2,0,2,18,4,1,2,1,40,0,0,0,1,2,1,2,1,0,0,0,0,0,1,1,1,0,19,7,2,0,92,1,51,40,1,4,4,4,0,1,1,1,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0
6,3,2,0,2,18,6,0,2,1,68,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,25,96,8,0,92,0,0,68,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,3,2,0,1,18,6,1,2,1,30,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,20,5,1,2,41,0,0,30,2,2,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3,3,2,0,1,18,7,3,1,2,25,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,2,0,17,10,1,0,91,0,0,40,4,4,2,4,1,1,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0
5,3,2,0,4,18,4,1,1,2,30,0,0,0,1,9,0,9, ,0,0,0,0,0,1,3, , ,14,96, ,0,92,0,0, , , , , ,0,1,1,1,0,1,1,0, ,0,0,0,0,0,1,1,1,1,1
2,3,2,0,3,18,2,1,1,2,20,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,2,0,16,10,1,0,61,0,0,30,2,2,2,2,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0
6,3,2,0,1,18,3,1,1,2,40,0,0,0,1,6,0,6, ,0,0,0,0,0,1,1,2,1,15,7,1,0,92,0,0,62,2,2,4,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
2,3,2,0,1,18,3,1,2,1,31,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,13,10,1,2,61,0,0,30,2,2,4,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,2,1
4,3,2,0,2,18,4,1,1,2,32,0,0,0,1,3,0,3, ,0,0,0,1,0,0,1,2,0,18,10,1,0,61,0,0,59,4,4,4,4,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0
2,3,2,0,4,96,4,2,1,2,21,0,0,0,1,3,0,2, ,0,0,0,0,0,1,1,1,0,14,6,2,0,61,0,0,25,2,2,1,7,1,1,1,1,1,3,2,1,0,0,0,0,0,0,0,1,1,2,4
3,3,2,0,4,96,6,1,1,2,32,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,22,10,1,0,62,0,0,35,1,1,2,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,0
3,3,2,0,4,96,2,0,2,1,28,0,1,1,1,0,0,0, ,0,0,0,0,0,1,1,1,1,15,96,8,0,61,0,0,28,4,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
3,3,2,0,1,96,6,3,1,2,28,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,20,6,2,0,61,0,0, ,4,4,4,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
7,3,2,1,96,18,8,1,2,1,53,0,2,0,1,8,0,8, ,0,0,0,0,0,1,1,1,1,16,8,2,2,61,1,91,53,2,2,1,2,1,1,1,0,0,2,2,1,1,0,1,1,0,0,1,0,0,0,0
1,3,2,0,3,18,2,0,2,1,45,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,13,7,8,0,91,0,0,45,1,1,4,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0
2,3,2,0,2,18,1,0,1,2,21,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,2,0,16,8,1,0,92,0,0,35,2,2,4,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3,3,2,0,1,18,4,1,2,1,35,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,1,0,15,6,2,2,37,0,0,35,1,1,4,4,1,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,2,0
3,3,2,0,3,18,4,1,3,2,59,0,0,0,1,1,1,1, ,0,0,0,0,0,1,1,2,0,22,5,1,0,91,0,0,28,2,2,2,2,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
5,3,2,0,2,18,5,2,2,1,50,0,0,0,1,5,0,5, ,0,0,0,0,0,1,1,1,0,18,12,2,0,92,0,0,50,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0
3,3,2,0,2,18,5,2,1,2,26,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,2,0,12,10,2,0,92,0,0,39,4,4,4,4,1,1,0,1,0,2,2,1,1,0,1,1,1,0,1,0,0,1,2
3,3,2,0,4,18,3,2,1,2,26,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,2,0,20,10,1,0,92,0,0,37,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6,3,2,0,4,18,6,2,1,2,42,0,0,0,1,5,0,5, ,0,0,0,0,0,1,3, , ,28,8, ,0,92,0,0, , , , , ,1,1,1,1,1,1,1,0, ,0,1,1,1,0,1,0,1,2,1
7,3,1,0,2,22,5,1,2,1,74,0,0,0,1,8,0,8, ,0,0,0,1,0,0,1,1,1,20,10,2,0,63,0,0,74,1,1,1,7,0,0,1,0,0,2,2,1,1,0,0,1,0,0,0,0,1,0,1
7,3,1,0,2,14,4,0,2,1,69,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,1,2,23,10,8,0,92,0,0,70,4,4,4,4,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,3
3,3,1,0,1,14,6,1,1,2,26,0,0,0,1,5,1,5,1,0,0,0,0,0,1,1,2,1,12,14,8,0,63,0,0,46,4,4,4,4,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
7,3,1,0,1,22,4,0,1,2,46,0,1,0,1,7,0,6, ,0,0,0,0,0,1,4, , ,20,8, ,0,63,0,0, , , , , ,0,0,1,0,0,1,0,1, ,0,0,0,0,0,0,1,1,0,1
3,3,2,1,2,14,5,2,1,2,29,0,2,0,1,3,1,3,1,0,0,0,0,0,1,1,2,1,22,6,1,2,36,1,91,46,2,1,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2
3,3,2,0,4,22,4,2,1,2,26,0,0,0,1,4,0,3, ,0,0,0,0,0,1,1,2,1,16,5,2,0,61,0,0,48,1,1,1,4,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0
3,3,2,1,2,14,5,1,1,2,26,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,2,1,23,6,1,2,36,0,0,42,4,4,2,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,2,1
3,3,2,0,4,14,3,1,1,2,25,0,0,0,1,2,1,2,1,0,0,0,0,0,1,3, , ,18,8, ,0,61,0,0, , , , , ,1,1,1,1,1,0,0,0, ,0,1,1,0,0,1,0,0,0,1
4,3,2,1,2,22,6,1,1,2,31,0,1,2,4,5,0,5, ,6,0,0,0,0,1,1,2,0,18,4, ,2,29,1,77,52,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,3,2,1,2,22,3,1,2,1,32,0,1,0,3,1,0,1, ,0,0,0,0,0,1,1,1,0,18,4,1,3,25,0,0,32,2,2,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
5,3,2,1,2,22,7,1,2,1,39,0,2,1,1,4,0,4, ,0,0,0,0,0,1,1,1,0,26,6,1,1,29,1,91,39,2,2,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
5,3,2,2,2,6,5,0,2,1,46,0,2,0,3,5,0,5, ,3,0,0,0,0,1,1,1,0,20,2,1,3,29,1,32,46,4,4,4,4,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0
4,3,2,0,2,22,4,3,1,2,30,0,0,0,1,4,0,4, ,0,0,0,0,0,0,1,2,0,20,5,2,0,92,0,0,38,1,1,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3,2,0,4,22,5,2,2,1,32,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,1,0,15,6,2,0,91,0,0,30,1,2,1,7,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
2,3,2,0,2,22,2,1,1,2,23,0,0,0,1,1,0,1, ,0,0,0,0,0,0,1,2,0,21,8,2,0,91,0,0,30,1,1,4,4,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0
1,3,2,0,2,22,3,2,1,2,19,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,2,0,15,8,8,0,92,0,0,25,4,4,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,3,2,0,2,14,3,1,2,1,32,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,18,2,1,0,61,0,0,32,1,1,4,7,1,0,1,0,1,3,2,0,0,0,1,0,0,0,0,0,1,2,0
5,3,2,0,1,14,9,1,2,1,55,0,0,0,1,8,0,7, ,0,0,0,1,0,0,1,1,1,18,4,8,3,25,0,0,55,1,2,1,4,0,1,1,0,0,2,2,0,1,0,0,0,0,1,0,1,1,2,4
4,3,2,0,2,14,6,3,1,2,31,0,1,0,1,5,0,5, ,0,0,0,1,0,0,1,2,1,18,2,2,0,61,0,0,38,1,2,1,4,1,0,1,1,1,2,2,0,1,0,0,0,0,1,1,0,1,0,4
5,3,2,0,3,14,6,2,1,2,37,0,0,0,1,7,0,6, ,0,0,0,1,0,0,1,2,2,17,9,2,0,61,0,0,41,1,4,1,7,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,2
7,3,2,0,2,13,5,1,1,2,48,0,0,0,1,3,0,3, ,0,0,0,0,0,1,4, , ,12,96, ,0,63,0,0, , , , , ,1,0,0,0,0,1,1,0, ,0,1,1,1,1,1,1,1,1,3
3,3,2,0,3,17,6,1,2,1,41,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,2,17,8,1,0,91,0,0,41,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,2,0
5,3,2,0,3,17,6,0,1,2,38,0,0,0,1,3,0,3, ,0,0,0,0,0,1,3, , ,20,5, ,0,91,1,91, , , , , ,1,1,1,1,1,1,1,1, ,0,0,0,0,0,0,0,0,0,0
3,3,2,0,3,17,4,0,2,1,34,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,24,6,1,0,92,0,0,34,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,3,1,0,3,96,5,2,2,1,30,0,2,2,5,2,0,2, ,0,0,0,0,0,1,1,1,0,18,4,1,0,35,0,0,30,4,4,2,4,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
7,3,1,0,3,96,10,0,2,1,57,0,2,1,4,8,0,8, ,0,0,0,0,0,1,1,1,0,21,9,2,0,91,0,0,57,2,2,2,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
3,3,1,0,3,17,9,3,2,1,57,0,0,2,4,7,0,7, ,0,0,0,0,0,1,1,1,0,10,10,1,1,91,0,0,57,1,2,1,4,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
4,3,1,0,3,18,10,0,1,2,34,0,0,2,3,6,0,6, ,0,0,0,0,0,1,3, , ,13,10, ,0,92,1,35, , , , , ,1,1,1,1,0,1,1,0, ,0,0,0,0,0,1,0,0,0,0
3,3,1,0,3,17,5,1,1,2,29,0,0,2,4,3,0,3, ,0,0,0,0,0,1,3, , ,13,8, ,0,91,1,91, , , , , ,1,1,1,1,0,0,0,0, ,0,0,0,0,0,0,0,1,2,1
3,3,1,0,3,18,7,0,1,2,27,0,0,0,4,4,0,4, ,0,0,0,0,0,1,3, , ,12,6, ,2,36,1,35, , , , , ,0,0,0,0,0,0,0,1, ,0,1,1,1,0,1,0,0,0,0
7,3,1,0,3,18,4,2,6,2,23,0,2,2,5,9,0,9, ,0,0,0,0,0,1,1,2,0,29,12,2,0,88,0,0,62,1,1,4,4,1,1,0,0,0,2,2,1,0,0,1,0,1,0,1,0,0,0,0
4,3,1,0,3,96,7,2,2,1,58,0,2,0,4,8,0,5, ,0,0,0,0,0,1,1,1,1,10,9,2,0,75,0,0,58,4,4,4,4,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0
3,3,1,0,3,96,4,2,1,2,26,0,1,2,5,3,0,3, ,3,0,0,0,0,0,4, , ,17,6, ,0,35,0,0, , , , , ,1,1,1,1,0,0,0,0, ,0,1,1,1,1,1,0,1,2,1
7,3,1,0,3,96,6,0,1,2,45,0,1,2,4,8,0,8, ,0,0,0,0,0,0,3, , ,20,6, ,0,35,1,35, , , , , ,0,0,1,1,0,0,0,0, ,0,1,1,1,0,1,0,1,0,0
2,3,1,0,3,18,3,0,1,2,24,0,0,0,4,2,1,2,1,0,0,0,0,0,1,1,2,0,14,6,1,2,91,0,0,26,4,2,1,1,1,0,1,0,0,3,3,0,1,0,0,0,0,0,0,0,1,0,0
5,3,1,0,3,18,4,1,1,2,35,0,0,0,3,3,0,3, ,0,0,0,0,0,1,1,2,1,20,5,8,0,91,0,0,57,4,4,4,4,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1
4,3,1,0,3,18,7,2,2,1,50,0,0,0,2,7,0,5, ,0,0,0,0,0,1,1,1,2,16,10,8,0,91,0,0,50,4,4,4,4,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0
2,3,1,0,3,18,3,1,2,1,30,0,0,0,4,1,1,1, ,0,0,0,0,0,1,1,1,1,19,8,1,2,88,0,0,30,4,4,4,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
6,3,2,0,3,96,10,5,1,2,43,0,0,0,1,12,0,9, ,0,0,0,0,0,1,1,2,1,11,96,2,0,92,0,0,67,4,1,4,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
5,3,2,0,3,96,10,0,2,1,63,0,0,0,1,8,0,8, ,0,0,0,0,0,1,1,1,0,14,10,1,0,91,1,91,63,2,2,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1
3,3,2,0,3,96,2,1,1,2,25,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,2,0,20,6,1,0,92,0,0,30,4,1,4,4,0,0,0,0,0,2,2,0,1,0,1,0,0,0,1,0,0,0,1
4,3,2,1,3,18,6,2,2,1,36,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,18,10,2,1,61,0,0,36,4,4,4,4,0,1,0,0,0,2,2,1,1,0,1,0,1,1,1,1,0,2,3
3,3,2,2,2,5,2,0,2,1,35,0,0,0,3,0,0,0, ,0,0,0,0,0,1,2,1,0,25,5,2,3,25,0,0,35,2,2,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
6,3,2,0,3,17,8,1,2,1,57,0,0,0,1,6,0,6, ,0,0,0,0,0,1,1,1,0,16,8,2,0,53,0,0,57,2,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
4,3,1,1,3,17,5,0,2,1,34,0,2,1,4,3,0,3, ,0,0,0,0,0,1,1,1,0,14,5,1,2,41,1,91,34,2,2,2,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1
7,3,1,1,3,17,6,0,1,2,45,0,2,0,2,7,0,7, ,11,0,0,0,0,1,1,2,0,15,10,3,2,36,1,51,61,2,2,2,2,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
6,3,1,0,1,17,8,0,2,1,51,0,0,0,2,6,0,6, ,0,0,0,0,0,1,1,1,0,19,10,1,0,91,0,0,51,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
4,3,2,0,3,17,7,3,2,1,50,0,0,0,1,5,0,5, ,0,0,0,0,0,1,1,2,1,20,8,1,0,92,0,0,50,4,1,4,4,0,1,0,1,0,2,2,1,1,0,1,1,1,0,1,0,1,0,1
6,3,2,0,3,17,6,1,1,2,40,0,0,0,1,9,0,9, ,0,0,0,0,0,1,3, , ,17,8, ,1,92,0,0, , , , , ,1,1,1,1,0,1,1,0, ,0,1,0,0,0,1,0,1,2,1
3,3,2,0,3,17,4,2,2,1,39,0,0,0,1,2,0,2, ,0,0,0,1,0,0,1,2,0,23,8,2,0,91,0,0,39,4,4,4,4,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,2,0
3,3,2,0,3,17,10,4,2,1,40,0,0,0,1,6,0,6, ,0,0,0,0,0,1,1,1,0,15,10,8,0,92,0,0,42,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0
4,3,1,0,3,11,3,1,2,1,33,0,1,2,5,1,1,1,1,0,0,0,0,0,1,1,1,0,25,8,8,1,0,0,0,33,4,4,4,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0
4,3,1,0,3,96,2,0,1,2,35,0,2,2,4,0,0,0, ,0,0,0,0,0,1,1,2,0,20,8,1,2,36,1,91,33,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,3,1,0,3,17,5,2,2,1,35,0,2,0,4,4,0,3, ,11,0,0,0,0,1,1,1,0,10,4,1,1,36,0,0,35,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
